499822,Buddig Beef Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1 (4 oz.) pkg. cream cheese"", ""3 pkg. Buddig beef, chopped"", ""2 tsp. Worcestershire sauce"", ""2 tsp. Accent"", ""1 small onion, chopped"", ""crackers""]","[""Mix the cream cheese with two packages of Buddig beef."", ""Add the Worcestershire sauce, Accent and onion and mix well."", ""Roll the cheese ball in the remaining package of Buddig beef. Refrigerate."", ""Serve with crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=64081,Gathered,"[""cream cheese"", ""cream cheese"", ""beef"", ""Worcestershire sauce"", ""Accent"", ""onion"", ""crackers""]"
499823,Sugarless Cake,"[""1/2 c. margarine"", ""2 eggs"", ""1 tsp. liquid sweetener or 6 pkg. Sweet 'N Low"", ""1 1/2 c. unsweetened applesauce"", ""3 mashed bananas"", ""1/2 c. chopped dates or raisins"", ""1/2 tsp. cinnamon"", ""1/2 tsp. vanilla"", ""2 c. plain flour"", ""2 tsp. baking soda"", ""1 c. chopped pecans""]","[""Soften the margarine to room temperature."", ""Beat eggs slightly. Sift flour in a large mixing bowl with all the dry ingredients. Make a hole in the flour and pour in all the other ingredients. Mix with a spoon until all is moist (do not use a mixer)."", ""Bake in a tube pan for 40 minutes at 350\u00b0."", ""Will keep in the refrigerator for weeks.""]",www.cookbooks.com/Recipe-Details.aspx?id=556793,Gathered,"[""margarine"", ""eggs"", ""liquid sweetener"", ""unsweetened applesauce"", ""bananas"", ""dates"", ""cinnamon"", ""vanilla"", ""flour"", ""baking soda"", ""pecans""]"
499824,Beef Stew,"[""1 lb. beef, cubed"", ""2 Tbsp. shortening"", ""1/4 tsp. thyme"", ""6 small onions (whole)"", ""3 potatoes, quartered"", ""2 Tbsp. seasoned flour"", ""1 can tomato soup"", ""1 soup can water"", ""6 small carrots, halved""]","[""Dust meat with flour; brown in shortening in large pan."", ""Add soup and water."", ""Cover and simmer 1 hour and 30 minutes."", ""Add remaining ingredients."", ""Cover and cook 1 hour, stirring occasionally."", ""To thicken, uncover.""]",www.cookbooks.com/Recipe-Details.aspx?id=967785,Gathered,"[""beef"", ""shortening"", ""thyme"", ""onions"", ""potatoes"", ""flour"", ""tomato soup"", ""water"", ""carrots""]"
499825,Easy Caramels,"[""1 c. butter or margarine"", ""1 lb. brown sugar"", ""dash of salt"", ""1 c. light corn syrup"", ""1 (15 oz.) can Eagle Brand milk"", ""1 tsp. vanilla""]","[""Melt the butter or margarine in a heavy 3-quart pan."", ""Add brown sugar and salt, stirring until thoroughly blended."", ""Blend in corn syrup."", ""Gradually add condensed milk, stirring constantly. Cook and stir over medium heat until the candy reaches firm ball stage (245\u00b0)."", ""Remove from heat, stir in vanilla and pour into buttered baking dish."", ""Cool; cut into small squares and wrap.""]",www.cookbooks.com/Recipe-Details.aspx?id=1061290,Gathered,"[""butter"", ""brown sugar"", ""salt"", ""light corn syrup"", ""milk"", ""vanilla""]"
499826,Calico Beans,"[""1 1/2 lb. ground beef"", ""1/2 c. onion, chopped"", ""1/2 c. catsup"", ""2 Tbsp. vinegar"", ""1 tsp. salt"", ""1 Tbsp. mustard"", ""1/2 c. brown sugar"", ""1 can pork and beans"", ""1 can lima beans"", ""1 can kidney beans""]","[""Brown beef and onion and drain off grease. Combine all ingredients in a large casserole dish. Bake at 325\u00b0 for 1 hour and 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=517178,Gathered,"[""ground beef"", ""onion"", ""catsup"", ""vinegar"", ""salt"", ""mustard"", ""brown sugar"", ""pork"", ""beans"", ""kidney beans""]"
499827,Banana Pudding,"[""1/2 c. flour"", ""1 c. sugar"", ""pinch of salt"", ""4 c. milk"", ""6 eggs, separated"", ""2 tsp. vanilla"", ""vanilla wafers"", ""bananas""]","[""Combine flour, sugar and salt with milk and eggs."", ""Cook until mixture coats a spoon over medium heat."", ""Add vanilla and cool. Place a layer of wafers and then bananas."", ""Then spread with filling each time."", ""Put on meringue and brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=666531,Gathered,"[""flour"", ""sugar"", ""salt"", ""milk"", ""eggs"", ""vanilla"", ""vanilla wafers"", ""bananas""]"
499828,Cherry Angel Trifle,"[""1 (.3 oz.) pkg. sugar-free cherry gelatin"", ""1 c. boiling water"", ""1 prepared angel food cake (10-inch), cut into 1-inch cubes"", ""1 (20 oz.) can light cherry pie filling"", ""1 (8 oz.) carton frozen nonfat whipped topping, thawed""]","[""Dissolve gelatin in water; refrigerate for 15 minutes. Place half of the cake cubes in a 3-quart trifle or serving bowl. Top with half of the gelatin and pie filling. Repeat layers. Top with whipped topping. Refrigerate for at least 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=13274,Gathered,"[""sugar"", ""boiling water"", ""cake"", ""light cherry pie filling"", ""frozen nonfat""]"
499829,Eggplant Fritters,"[""1 eggplant, peeled and diced"", ""2 eggs, beaten"", ""1 c. flour"", ""1/3 c. milk"", ""1 tsp. baking powder"", ""cooking oil""]","[""Mix all ingredients together."", ""Heat griddle and fry like pancakes.""]",www.cookbooks.com/Recipe-Details.aspx?id=201257,Gathered,"[""eggplant"", ""eggs"", ""flour"", ""milk"", ""baking powder"", ""cooking oil""]"
499830,Copper Pennies,"[""5 c. carrots, sliced"", ""1 onion, sliced into rings"", ""2 small bell peppers (optional)"", ""1 can cream of tomato soup"", ""1/2 c. salad oil"", ""1 c. sugar"", ""3/4 c. vinegar"", ""1 tsp. prepared mustard"", ""1 tsp. Worcestershire sauce"", ""1 tsp. salt"", ""1 tsp. black pepper""]","[""Cook carrots until tender."", ""Drain and cool."", ""Add onion rings and peppers."", ""Mix other ingredients together and pour over the carrots."", ""Let set 12 hours."", ""Keeps well."", ""It may be kept in the refrigerator as long as 2 weeks.""]",www.cookbooks.com/Recipe-Details.aspx?id=217394,Gathered,"[""carrots"", ""onion"", ""bell peppers"", ""cream of tomato soup"", ""salad oil"", ""sugar"", ""vinegar"", ""mustard"", ""Worcestershire sauce"", ""salt"", ""black pepper""]"
499831,Budget Diaper Wipes,"[""1 roll Bounty paper towels, cut in half"", ""1 Rubbermaid (10 c.) container and lid"", ""1 squirt baby shampoo or baby bath soap"", ""1 squirt baby oil"", ""2 c. warm water""]","[""Put all liquids in container and add 1/2 paper towel roll. Soak 1 hour or overnight."", ""Keep lid on when not in use.""]",www.cookbooks.com/Recipe-Details.aspx?id=555876,Gathered,"[""roll"", ""squirt baby shampoo"", ""baby oil"", ""water""]"
499832,Rhubarb Pie,"[""8 c. fresh rhubarb, (1/2 inch pieces)"", ""1 pt. strawberries (1/2 inch pieces)"", ""4 Tbsp. honey"", ""3/4 tsp. fresh nutmeg"", ""1/2 tsp. cinnamon"", ""1 c. dark brown sugar"", ""1/2 c. Polaner All-Fruit jelly"", ""1/2 c. flour"", ""1 c. white sugar"", ""pinch of salt"", ""your favorite pie dough for 2 pies with tops""]","[""Trim and wash rhubarb and strawberries and cut as listed. Place in large mixing bowl adding fruit, Polaner All-Fruit jelly, honey and spices."", ""Mix well, add both sugars and mix well again. Add flour and mix especially well to prevent a runny pie."", ""Place pie crust bottoms in pie pans and add 1/2 of mix into each."", ""Place top crust on, pinch edges together and cut 6 air vents in crust to allow steam to escape."", ""Bake at 350\u00b0 for approximately 1 hour (when sugar is boiling in crust of pie)."", ""Remove and cool at least 4 hours before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=252024,Gathered,"[""fresh rhubarb"", ""strawberries"", ""honey"", ""fresh nutmeg"", ""cinnamon"", ""brown sugar"", ""flour"", ""white sugar"", ""salt"", ""your favorite pie""]"
499833,Play Dough,"[""1 c. flour"", ""1 Tbsp. cooking oil"", ""1 c. water"", ""1/2 c. salt"", ""1 tsp. cream of tartar"", ""food coloring (your choice)"", ""nonstick spray coating"", ""1/4 c. fine dry bread crumbs"", ""1 Tbsp. grated Parmesan cheese"", ""1/8 tsp. paprika"", ""2 c. 1/4-inch thick zucchini slices, onion rings or cauliflower flowerets"", ""2 Tbsp. reduced calorie Italian salad dressing"", ""1 c. sliced onions"", ""2 chicken breasts (6 oz. each), skinned"", ""3 Tbsp. ketchup"", ""1 Tbsp. each: apple cider vinegar and freshly squeezed lemon juice"", ""1 tsp. light or dark molasses"", ""1 garlic clove, minced"", ""1/4 tsp. each: Worcestershire sauce and hot sauce""]","[""In 8 x 8 x 2-inch microwavable baking dish,"", ""arrange onions; set chicken breasts, skinned side up, over onions."", ""Cover with vented plastic wrap and microwave on High (100%) for 5 minutes, until chicken is cooked through."", ""In small mixing bowl, combine remaining ingredients; spread over chicken breasts."", ""Microwave on High for 2 minutes until sauce is heated through."", ""Makes 2 servings."", ""Has 209 calories.""]",www.cookbooks.com/Recipe-Details.aspx?id=272503,Gathered,"[""flour"", ""cooking oil"", ""water"", ""salt"", ""cream of tartar"", ""food coloring"", ""nonstick spray coating"", ""bread crumbs"", ""Parmesan cheese"", ""paprika"", ""zucchini"", ""Italian salad dressing"", ""onions"", ""chicken breasts"", ""ketchup"", ""apple cider vinegar"", ""light"", ""garlic"", ""Worcestershire sauce""]"
499834,Creamed Asparagus,"[""2 c. milk"", ""2 tsp. butter"", ""2 tsp. flour"", ""4 c. asparagus, cut in small pieces"", ""2 egg yolks"", ""salt and pepper""]","[""Cook the asparagus in salt water until tender."", ""Make a white sauce of the butter, flour and milk."", ""Add the beaten yolks of eggs and cook five minutes."", ""Pour the sauce over the asparagus and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=855063,Gathered,"[""milk"", ""butter"", ""flour"", ""egg yolks"", ""salt""]"
499835,Spicy Cracker Dip,"[""1 (8 oz.) cream cheese"", ""1/2 c. catsup"", ""2 Tbsp. horseradish or to your taste""]","[""Mix catsup and horseradish."", ""Spread over cream cheese."", ""Keep chilled until ready to serve."", ""Excellent with Triscuits or any favorite crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=232091,Gathered,"[""cream cheese"", ""catsup"", ""horseradish""]"
499836,Beef Steak-Potato Scallop,"[""1 lb. boneless beef round steak (1 inch thick)"", ""flour"", ""3 Tbsp. shortening"", ""3 small onions, thinly sliced"", ""3 Tbsp. all-purpose flour"", ""1 1/2 tsp. salt"", ""1/4 tsp. pepper"", ""dash of ground thyme and garlic salt"", ""2 c. water"", ""3 medium potatoes, thinly sliced"", ""salt and paprika""]","[""Heat oven to 350\u00b0. Cut beef into 1 inch cubes; coat with flour. Heat shortening in skillet until melted; cook beef until brown. Add onion; cook and stir until onion is tender. Pour into ungreased 2-quart casserole; sprinkle with 3 tablespoons flour, 1 1/2 teaspoons salt, pepper, thyme and garlic salt. Pour water over mixture. Cover and bake until beef is tender, 40 to 60 minutes. Increase oven temperature to 450\u00b0. Arrange potatoes on beef in layered rolls; sprinkle with salt and paprika. Bake, uncovered, until potatoes are tender, about 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1063393,Gathered,"[""boneless beef round steak"", ""flour"", ""shortening"", ""onions"", ""flour"", ""salt"", ""pepper"", ""thyme"", ""water"", ""potatoes"", ""salt""]"
499837,Lemon Bars,"[""1 1/2 c. flour"", ""1/4 c. sugar"", ""1/2 c. butter, softened"", ""2 eggs"", ""3/4 c. sugar"", ""2 tsp. flour"", ""2 tsp. lemon juice"", ""2 tsp. grated lemon rind""]","[""Combine 1 1/2 cups flour, 1/4 cup sugar and butter in bowl; mix well."", ""Pat into ungreased 9-inch square baking pan."", ""Bake in preheated 350\u00b0 oven for 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=599507,Gathered,"[""flour"", ""sugar"", ""butter"", ""eggs"", ""sugar"", ""flour"", ""lemon juice"", ""lemon rind""]"
499838,Fast Cold Dough,"[""1 lb. Crisco"", ""5 eggs"", ""1 tsp. baking powder"", ""1 cake yeast"", ""1 tsp. salt"", ""1 tsp. vanilla"", ""6 c. flour""]","[""Mix all ingredients for dough."", ""Mix with hands."", ""Knead a few minutes. Roll out on board which has been covered with flour and sugar."", ""Shape into desired shapes and fill with favorite fillings. Bake in moderate oven for 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1076596,Gathered,"[""Crisco"", ""eggs"", ""baking powder"", ""cake yeast"", ""salt"", ""vanilla"", ""flour""]"
499839,Tuna Fish Mold,"[""1 pkg. lemon jello"", ""1 can tuna"", ""1 c. chopped celery"", ""2/3 c. cooked peas"", ""2 Tbsp. chopped sweet pickles""]","[""Mix jello and cool until syrupy."", ""Mix other ingredients and add to jello when syrupy."", ""Molds well.""]",www.cookbooks.com/Recipe-Details.aspx?id=181099,Gathered,"[""lemon jello"", ""tuna"", ""celery"", ""peas"", ""sweet pickles""]"
499840,Taco Salad,"[""1 lb. hamburger"", ""1 (8 oz.) bottle French dressing"", ""2 tomatoes, chopped"", ""1 can chile beans"", ""1 head lettuce, cut"", ""1 green pepper, chopped"", ""1/2 lb. Cheddar cheese, grated"", ""1/2 big onion, chopped"", ""1 pkg. taco dressing"", ""1 pkg. Doritos""]","[""Brown and drain ground beef. Mix and refrigerate ingredients. Just before serving, add bag of crushed Doritos (chips).""]",www.cookbooks.com/Recipe-Details.aspx?id=418509,Gathered,"[""hamburger"", ""tomatoes"", ""chile beans"", ""head lettuce"", ""green pepper"", ""Cheddar cheese"", ""onion"", ""taco dressing"", ""Doritos""]"
499841,French Dressing,"[""3/4 c. salad oil"", ""3/4 tsp. salt"", ""1/2 tsp. paprika"", ""4 Tbsp. vinegar"", ""1/4 tsp. sugar (may use 1/4 packet Sweet 'N Low instead)""]","[""Mix together and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=326255,Gathered,"[""salad oil"", ""salt"", ""paprika"", ""vinegar"", ""sugar""]"
499842,Reuben Melt,"[""1 (16 oz.) can sauerkraut, drained"", ""1 (12 oz.) can corned beef"", ""8 oz. Cheddar cheese, shredded"", ""1 c. mayo""]","[""Mix all ingredients. Put in casserole dish."", ""Bake 30 minutes at 350\u00b0."", ""Serve hot with crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=977714,Gathered,"[""sauerkraut"", ""corned beef"", ""Cheddar cheese"", ""mayo""]"
499843,Caramel Apple Dip,"[""1/2 c. butter"", ""14 oz. caramels"", ""1/4 c. chopped pecans or walnuts"", ""1 Tbsp. milk"", ""1 Tbsp. rum or 1 tsp. rum extract (optional)"", ""fresh apple slices""]","[""In 2-quart pan, melt caramels and butter over low heat, stirring occasionally until caramels are melted (12 to 15 minutes)."", ""Stir in nuts, milk and rum.""]",www.cookbooks.com/Recipe-Details.aspx?id=262300,Gathered,"[""butter"", ""caramels"", ""pecans"", ""milk"", ""rum"", ""apple slices""]"
499844,Bean Casserole,"[""1/2 lb. hamburger"", ""1/2 lb. bacon"", ""large onion, diced"", ""1 (1 lb.) can lima beans"", ""1 (1 lb.) can kidney beans"", ""1 (1 lb.) can butter beans"", ""2 (1 lb.) cans Campbell's pork and beans"", ""3/4 c. brown sugar"", ""1/2 c. catsup"", ""2 Tbsp. vinegar""]","[""Brown first 3 ingredients; add all the rest of the ingredients, including juice from cans of beans."", ""Mix well."", ""Bake in 350\u00b0 oven for 1 1/2 hours in 9 x 13-inch pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=499547,Gathered,"[""hamburger"", ""bacon"", ""onion"", ""beans"", ""kidney beans"", ""butter beans"", ""Campbell's pork"", ""brown sugar"", ""catsup"", ""vinegar""]"
499845,Applesauce,"[""22 large apples, peeled and quartered"", ""2 1/2 c. water"", ""1 1/2 c. cinnamon \""red hots\"""", ""1 1/2 c. sugar""]","[""Put apples and water in large kettle."", ""Simmer until apples are very soft."", ""Stir in remaining ingredients until sugar and candy are dissolved."", ""Cool."", ""Makes about 25 servings."", ""Cut some apples crosswise and find the star!""]",www.cookbooks.com/Recipe-Details.aspx?id=873775,Gathered,"[""apples"", ""water"", ""cinnamon"", ""sugar""]"
499846,Cottage Cheese And Noodles,"[""2 Tbsp. butter"", ""1 large clove garlic, chopped"", ""1 onion, chopped"", ""snipped fresh parsley or 1/4 tsp. dried parsley"", ""1 qt. large curd cottage cheese"", ""1 pkg. noodles""]","[""Boil the noodles according to package directions."", ""Melt the butter in a skillet and saut the chopped garlic, onion and parsley."", ""Add together the garlic, onion mixture, cooked noodles and cottage cheese."", ""Cool and serve cold.""]",www.cookbooks.com/Recipe-Details.aspx?id=142939,Gathered,"[""butter"", ""clove garlic"", ""onion"", ""parsley"", ""cottage cheese"", ""noodles""]"
499847,Super Chicken Pie,"[""2 Tbsp. margarine"", ""1 c. diced celery"", ""2 c. chopped cooked chicken"", ""1 c. diced onion"", ""1 1/2 c. chicken stock"", ""1 c. diced tomatoes"", ""3 Tbsp. flour"", ""3 Tbsp. olive oil"", ""1 tsp. seasoned salt"", ""2 c. mashed potatoes"", ""1 (9-inch) pie shell, uncooked"", ""parsley"", ""paprika""]","[""Melt margarine in large skillet."", ""Add celery and onion; simmer for 2 or 3 minutes."", ""Add chicken and cook until heated thoroughly. Mix in tomatoes.""]",www.cookbooks.com/Recipe-Details.aspx?id=813744,Gathered,"[""margarine"", ""celery"", ""chicken"", ""onion"", ""chicken stock"", ""tomatoes"", ""flour"", ""olive oil"", ""salt"", ""potatoes"", ""pie shell"", ""parsley"", ""paprika""]"
499848,Berry Dips,"[""1 (8 oz.) tub Cool Whip lite"", ""1 Tbsp. grated orange peel"", ""1/2 c. crushed strawberries"", ""1 c. (8 oz.) strawberry low-fat yogurt"", ""fresh strawberries, peaches, watermelon, grapes, etc.""]","[""Mix 1/2 of whipped topping and orange peel in a small bowl. Mix remaining whipped topping, strawberries and yogurt in separate bowl."", ""Dip with whole strawberries and other fruit into each kind of dip."", ""Refrigerate.""]",www.cookbooks.com/Recipe-Details.aspx?id=1066931,Gathered,"[""lite"", ""crushed strawberries"", ""yogurt"", ""fresh strawberries""]"
499849,Mexican Dip,"[""1 to 2 lb. hamburger"", ""1 can refried beans"", ""taco seasoning"", ""2 tomatoes"", ""2 bunches green onions"", ""sliced black olives"", ""jalapeno green peppers"", ""large bag shredded sharp Cheddar cheese"", ""1 pt. sour cream"", ""1 bag Tostitos"", ""1 jar picante sauce""]","[""In pizza pan, spread can of refried beans."", ""Leave hole in the middle for the sour cream."", ""Fry up hamburger and add package of taco seasoning."", ""Spread this on top of refried beans."", ""Add chopped tomatoes, chopped onions, olives and jalapeno green peppers. Spread picante sauce and top with cheese."", ""Bake at 350\u00b0 for 15 minutes."", ""Put dish of sour cream in middle and serve with Tostitos.""]",www.cookbooks.com/Recipe-Details.aspx?id=410010,Gathered,"[""hamburger"", ""beans"", ""taco"", ""tomatoes"", ""green onions"", ""black olives"", ""jalapeno green peppers"", ""Cheddar cheese"", ""sour cream"", ""Tostitos"", ""picante sauce""]"
499850,Jewish Apple Cake,"[""4 medium apples"", ""3 tsp. cinnamon"", ""3 Tbsp. sugar"", ""3 c. sifted flour"", ""3 tsp. baking powder"", ""1 tsp. salt"", ""2 c. sugar"", ""1 c. cooking oil"", ""1/4 c. orange juice"", ""2 1/2 tsp. vanilla"", ""4 eggs""]","[""Slice and mix apples, cinnamon and sugar; set aside."", ""Sift flour, baking powder and salt."", ""Mix sugar, cooking oil, orange juice, vanilla and eggs."", ""Add to dry ingredients."", ""Layer in an ungreased tube pan."", ""Layer batter and apples until all are used. Bake at 350\u00b0 for 1 hour and 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=370496,Gathered,"[""apples"", ""cinnamon"", ""sugar"", ""flour"", ""baking powder"", ""salt"", ""sugar"", ""cooking oil"", ""orange juice"", ""vanilla"", ""eggs""]"
499851,Mrs. Fields' Cookies,"[""2 c. butter"", ""2 c. sugar"", ""2 c. brown sugar"", ""4 eggs"", ""2 tsp. vanilla"", ""4 c. flour"", ""5 c. oatmeal (blend to make powder)"", ""1 tsp. baking powder plus a pinch"", ""2 tsp. baking soda"", ""1 tsp. salt"", ""24 oz. chocolate chips"", ""3 c. chopped nuts"", ""1 Hershey bar""]","[""Cream butter and both sugars."", ""Add eggs and vanilla. Separately combine flour, oatmeal, baking powder, baking soda and salt."", ""Combine dry ingredients into wet."", ""Add chocolate chips, nuts and Hershey bar."", ""Bake at 350\u00b0 for 6 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=681478,Gathered,"[""butter"", ""sugar"", ""brown sugar"", ""eggs"", ""vanilla"", ""flour"", ""make powder"", ""baking powder"", ""baking soda"", ""salt"", ""chocolate chips"", ""nuts"", ""bar""]"
499852,Drummond Rice Casserole,"[""1 lb. or 2 c. long grain rice"", ""2 1/4 c. water"", ""1/4 lb. butter"", ""3 pkg. beef broth"", ""1/2 c. slivered almonds"", ""1 c. onions, chopped"", ""1 lb. fresh mushrooms"", ""pepper"", ""seasoned salt"", ""1 pkg. frozen green peas"", ""1 (8 oz.) can water chestnuts, drained and sliced"", ""1 pkg. chicken broth mix""]","[""Cook rice in water until tender."", ""Add butter, beef broth and almonds."", ""Cook for 10 minutes."", ""Saute onions in small amount of butter."", ""Cook 3 to 5 minutes until transparent."", ""Saute mushrooms in same pan."", ""Add seasonings.""]",www.cookbooks.com/Recipe-Details.aspx?id=480482,Gathered,"[""long grain rice"", ""water"", ""butter"", ""beef broth"", ""almonds"", ""onions"", ""fresh mushrooms"", ""pepper"", ""salt"", ""frozen green peas"", ""water chestnuts"", ""chicken broth mix""]"
499853,Bannock Bread,"[""2 c. Bisquick or Biscuit Mix"", ""2 oz. grated Cheddar cheese"", ""1/2 c. raisins"", ""1 c. water"", ""1/4 c. oil""]","[""Combine all ingredients except oil."", ""Heat oil in heavy skillet over low fire."", ""Pour batter into skillet."", ""Cover with lid."", ""Cook 15 to 20 minutes."", ""When brown on bottom, turn."", ""Brown other side 10 to 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=952413,Gathered,"[""Bisquick"", ""Cheddar cheese"", ""raisins"", ""water"", ""oil""]"
499854,Champion Raisin Cookies,"[""1/3 c. shortening"", ""1/3 c. margarine or butter"", ""1/2 c. brown sugar"", ""1/2 c. white sugar"", ""1 egg"", ""1 1/2 c. sifted flour"", ""1/2 tsp. baking powder"", ""1/2 tsp. salt"", ""1 c. raisins"", ""1 tsp. vanilla""]","[""Mix all ingredients."", ""Bake at 375\u00b0 on ungreased cookie sheet for 8 to 10 minutes, brown but still soft.""]",www.cookbooks.com/Recipe-Details.aspx?id=266398,Gathered,"[""shortening"", ""margarine"", ""brown sugar"", ""white sugar"", ""egg"", ""flour"", ""baking powder"", ""salt"", ""raisins"", ""vanilla""]"
499855,Dip For Raw Vegetables,"[""1 pt. sour cream"", ""1 c. mayonnaise"", ""1 Tbsp. minced onion"", ""1 Tbsp. parsley flakes"", ""1 tsp. dill weed"", ""1 tsp. Beau Monde""]","[""Mix and refrigerate at least 1 hour before serving."", ""The longer it sets the better.""]",www.cookbooks.com/Recipe-Details.aspx?id=626681,Gathered,"[""sour cream"", ""mayonnaise"", ""onion"", ""parsley flakes"", ""dill weed"", ""Monde""]"
499856,Chinese Sausage,"[""2 c. chopped celery"", ""1 large onion, chopped"", ""1 green pepper, chopped"", ""2 pkg. Lipton chicken noodle soup (dry mix)"", ""1 (6 oz.) can water chestnuts"", ""1 lb. sausage (medium)"", ""1/2 c. Comet rice (raw)"", ""1 small jar pimento""]","[""Cook sausage and drain."", ""Saute vegetables in sausage grease. Add chicken soup and rice to 4 1/2 cups boiling water."", ""Cook 7 minutes."", ""Add to all other ingredients."", ""Bake 35 to 45 minutes at 375\u00b0 in a 9 x 13-inch pan (30 minutes covered and 15 minutes, uncovered)."", ""No salt or pepper needed.""]",www.cookbooks.com/Recipe-Details.aspx?id=528102,Gathered,"[""celery"", ""onion"", ""green pepper"", ""water chestnuts"", ""sausage"", ""Comet rice"", ""pimento""]"
499857,7 Layer Salad,"[""1/2 Head Iceberg Lettuce in Bite Size Pieces"", ""1/2 Cup Celery Thinly Sliced"", ""1/2 Cup Bell Peppers Thinly Sliced"", ""1/2 Cup Onions"", ""1/2 Cup Cucumbers Thinly Sliced"", ""14.5 oz. Can Peas Drained"", ""1 Cup Shredded Cheddar Cheese"", ""1 or 2 Boiled Eggs Sliced"", ""3.25 oz. Jar of Bacon Bits""]","[""In 9x13 inch glass baking dish layer the ingredients as follows:"", ""After the can of peas drained, Stop and with spatula spread 1 pt. of Mayonnaise over layers."", ""Sprinkle on a pinch or two of sugar to taste, just enough to take the bite out of the mayonnaise."", ""Then continue with the rest of the ingredients. Refrigerate - Serves 8-10.""]",www.cookbooks.com/Recipe-Details.aspx?id=96515,Gathered,"[""Celery"", ""Bell Peppers"", ""Onions"", ""Cucumbers"", ""Cheddar Cheese"", ""Eggs"", ""Bacon""]"
499858,Deep Dish Brownies,"[""3/4 c. butter, melted"", ""1 1/2 c. sugar"", ""1 1/2 tsp. vanilla"", ""3 eggs"", ""3/4 c. all-purpose flour"", ""1/2 c. Hershey's cocoa"", ""1/2 tsp. baking powder"", ""1/2 tsp. salt"", ""1 c. Hershey's semi-sweet chocolate chips""]","[""Heat oven to 350\u00b0."", ""Grease square pan, 8 x 8 x 2-inches."", ""In medium mixing bowl, blend butter, sugar and vanilla."", ""Add eggs and beat well with spoon."", ""Combine flour, cocoa, baking powder and salt."", ""Gradually add to egg mixture, beating until well blended. Stir in chips."", ""Spread into prepared pan."", ""Bake 40 to 45 minutes or until brownies begin to pull away from pan."", ""Cool completely and cut into squares."", ""Yields 16 brownies.""]",www.cookbooks.com/Recipe-Details.aspx?id=966831,Gathered,"[""butter"", ""sugar"", ""vanilla"", ""eggs"", ""all-purpose"", ""cocoa"", ""baking powder"", ""salt"", ""chocolate chips""]"
499859,Crispy Chicken Stir-Fry,"[""2 c. diced uncooked chicken breasts"", ""1 c. Bisquick"", ""1/2 tsp. pepper or all seasoning"", ""2 eggs, slightly beaten"", ""2 Tbsp. vegetable oil"", ""3 medium carrots, sliced"", ""1 bell pepper, sliced"", ""1 medium onion, sliced""]","[""Mix Bisquick and"", ""pepper"", ""in a bowl."", ""Stir chicken into eggs and then"", ""place"", ""in Bisquick mixture."", ""Coat chicken well. Heat oil in"", ""skillet over medium-high heat."", ""Stir-fry chicken until golden brown"", ""and"", ""done.\tAdd"", ""vegetables"", ""and stir-fry until vegetables are slightly limp.\tServes 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=160908,Gathered,"[""chicken breasts"", ""Bisquick"", ""pepper"", ""eggs"", ""vegetable oil"", ""carrots"", ""bell pepper"", ""onion""]"
499860,Peach Salad,"[""1 large pkg. peach gelatin"", ""1 large can pineapple with juice"", ""2 c. buttermilk"", ""1 medium carton Cool Whip"", ""1 c. chopped nuts""]","[""Pour gelatin in a pan."", ""Pour pineapple over this and heat to dissolve."", ""Cool in refrigerator until it begins to congeal."", ""Add buttermilk and stir.""]",www.cookbooks.com/Recipe-Details.aspx?id=573143,Gathered,"[""peach gelatin"", ""pineapple"", ""buttermilk"", ""nuts""]"
499861,Huguenot Torte(Bake Off Winner)  ,"[""4 eggs"", ""3 c. sugar"", ""8 Tbsp. flour"", ""5 tsp. baking powder"", ""1/2 tsp. salt"", ""2 c. chopped tart cooked apples"", ""2 c. chopped pecans or walnuts"", ""2 tsp. vanilla""]","[""Beat whole eggs in electric mixer or with rotary beater until very frothy and lemon colored."", ""Add other ingredients in above order."", ""Pour into 2 well buttered 8 x 12-inch baking pans."", ""Bake at 325\u00b0 for 45 minutes or until crusty and brown."", ""Top with whipped cream and sprinkle with chopped nuts.""]",www.cookbooks.com/Recipe-Details.aspx?id=466284,Gathered,"[""eggs"", ""sugar"", ""flour"", ""baking powder"", ""salt"", ""apples"", ""pecans"", ""vanilla""]"
